hotel_id,price,offer,offer_cat,year,month,weekend,holiday,nnights,scarce_room,city,distance,stars,rating,country,city_actual,rating_reviewcount,center1label,center2label,neighbourhood,ratingta,ratingta_count,distance_alter,accommodation_type
7635,166,1,15-50% offer,2017,11,0,0,1,0,London,6,3,3.7,United Kingdom,London,497,City centre,Wimbledon Park Underground Station,London,3.5,948,11,Hotel
7639,184,0,0% no offer,2017,11,0,0,1,1,London,1.5,3,4,United Kingdom,London,14,City centre,Wimbledon Park Underground Station,London,NA,NA,7.4,Hotel
7642,137,0,0% no offer,2017,11,0,0,1,0,London,7.3,3.5,4.5,United Kingdom,London,103,City centre,Wimbledon Park Underground Station,London,3.5,138,12,Hotel
7644,211,1,15-50% offer,2017,11,0,0,1,0,London,7.4,3,4,United Kingdom,London,545,City centre,Wimbledon Park Underground Station,London,4,615,12,Hotel
7647,249,1,15-50% offer,2017,11,0,0,1,0,London,1.1,3,3.9,United Kingdom,London,641,City centre,Wimbledon Park Underground Station,London,4,1062,6.5,Hotel
7652,127,0,0% no offer,2017,11,0,0,1,1,London,3.7,3,3.7,United Kingdom,London,17,City centre,Wimbledon Park Underground Station,London,4,11,9.6,Hotel
7654,69,0,0% no offer,2017,11,0,0,1,1,London,3.2,3,3.4,United Kingdom,London,443,City centre,Wimbledon Park Underground Station,London,3,1715,6,Hotel
7657,233,1,15-50% offer,2017,11,0,0,1,0,London,1,4,4.1,United Kingdom,London,837,City centre,Wimbledon Park Underground Station,London,4,2996,5.4,Hotel
7663,392,1,15-50% offer,2017,11,0,0,1,0,London,1.4,4,4.5,United Kingdom,London,243,City centre,Wimbledon Park Underground Station,London,4.5,560,7.2,Hotel
7664,401,0,0% no offer,2017,11,0,0,1,0,London,2.6,4,4,United Kingdom,London,360,City centre,Wimbledon Park Underground Station,London,4.5,730,7.9,Hotel
7666,50,1,15-50% offer,2017,11,0,0,1,0,London,6.7,3,2.7,United Kingdom,London,307,City centre,Wimbledon Park Underground Station,London,2.5,1381,5.2,Hotel
7670,256,1,15-50% offer,2017,11,0,0,1,1,London,1.3,4,3.9,United Kingdom,London,169,City centre,Wimbledon Park Underground Station,London,3.5,89,7.2,Hotel
7682,140,1,15-50% offer,2017,11,0,0,1,0,London,5,4,4,United Kingdom,London,653,City centre,Wimbledon Park Underground Station,London,4,1365,8.4,Hotel
7686,86,1,15-50% offer,2017,11,0,0,1,0,London,3.8,3,2.5,United Kingdom,London,41,City centre,Wimbledon Park Underground Station,London,2.5,186,9.5,Hotel
7687,83,0,0% no offer,2017,11,0,0,1,1,London,8.8,3,3.2,United Kingdom,London,158,City centre,Wimbledon Park Underground Station,London,3,298,7.5,Hotel
7688,137,1,15-50% offer,2017,11,0,0,1,1,London,4.4,3.5,4.4,United Kingdom,London,52,City centre,Wimbledon Park Underground Station,London,4.5,151,1.6,Hotel
7693,153,1,15-50% offer,2017,11,0,0,1,1,London,1.9,3.5,4,United Kingdom,London,21,City centre,Wimbledon Park Underground Station,London,3.5,24,4.5,Hotel
7694,121,0,0% no offer,2017,11,0,0,1,0,London,5.9,3,3.2,United Kingdom,London,53,City centre,Wimbledon Park Underground Station,London,3.5,139,9.4,Hotel
7695,223,1,15-50% offer,2017,11,0,0,1,0,London,0.9,3,4.5,United Kingdom,London,2510,City centre,Wimbledon Park Underground Station,London,4.5,2922,6,Hotel
7696,74,0,0% no offer,2017,11,0,0,1,1,London,2.4,3,3.2,United Kingdom,London,63,City centre,Wimbledon Park Underground Station,London,3,267,5.5,Hotel
7703,196,1,15-50% offer,2017,11,0,0,1,0,London,5.3,4,4.3,United Kingdom,London,730,City centre,Wimbledon Park Underground Station,London,4,1935,8.5,Hotel
7704,210,1,1-15% offer,2017,11,0,0,1,0,London,1.1,4,4,United Kingdom,London,1557,City centre,Wimbledon Park Underground Station,London,4,5455,5.2,Hotel
7707,106,1,15-50% offer,2017,11,0,0,1,1,London,1.8,3,3.4,United Kingdom,London,64,City centre,Wimbledon Park Underground Station,London,3,201,5.8,Hotel
7709,326,1,15-50% offer,2017,11,0,0,1,0,London,1.5,4,4.4,United Kingdom,London,652,City centre,Wimbledon Park Underground Station,London,4,1535,7.3,Hotel
7713,115,1,1-15% offer,2017,11,0,0,1,0,London,2.4,3,3.5,United Kingdom,London,157,City centre,Wimbledon Park Underground Station,London,3.5,341,6.4,Hotel
7718,102,1,1-15% offer,2017,11,0,0,1,1,London,3.6,3,3.7,United Kingdom,London,37,City centre,Wimbledon Park Underground Station,London,4,26,6.5,Hotel
7720,137,1,1-15% offer,2017,11,0,0,1,1,London,8.3,4,4.4,United Kingdom,London,141,City centre,Wimbledon Park Underground Station,London,4.5,695,7.5,Hotel
7723,166,1,15-50% offer,2017,11,0,0,1,0,London,7,4,4.1,United Kingdom,London,271,City centre,Wimbledon Park Underground Station,London,4,1986,6.6,Hotel
7725,270,1,15-50% offer,2017,11,0,0,1,0,London,1.3,4,4.5,United Kingdom,London,690,City centre,Wimbledon Park Underground Station,London,4.5,3408,6.5,Hotel
7727,235,1,1-15% offer,2017,11,0,0,1,1,London,1.5,3,3.9,United Kingdom,London,202,City centre,Wimbledon Park Underground Station,London,4,738,6.5,Hotel
7728,165,1,15-50% offer,2017,11,0,0,1,0,London,6.6,3,3.7,United Kingdom,London,244,City centre,Wimbledon Park Underground Station,London,3.5,657,1.5,Hotel
7729,392,0,0% no offer,2017,11,0,0,1,0,London,2,3.5,4.5,United Kingdom,London,11,City centre,Wimbledon Park Underground Station,London,4.5,30,6.7,Hotel
7731,113,1,15-50% offer,2017,11,0,0,1,0,London,6,3,4.4,United Kingdom,London,29,City centre,Wimbledon Park Underground Station,London,4,161,1.1,Hotel
7733,49,1,50%-75% offer,2017,11,0,0,1,1,London,6.2,3,3.5,United Kingdom,London,138,City centre,Wimbledon Park Underground Station,London,3.5,83,11,Hotel
7741,145,1,1-15% offer,2017,11,0,0,1,0,London,6.7,3,3.9,United Kingdom,London,162,City centre,Wimbledon Park Underground Station,London,4,550,1.1,Hotel
7744,172,1,1-15% offer,2017,11,0,0,1,1,London,7.7,4,4.4,United Kingdom,London,510,City centre,Wimbledon Park Underground Station,London,4.5,399,7,Hotel
7746,216,1,50%-75% offer,2017,11,0,0,1,0,London,4,4,4,United Kingdom,London,743,City centre,Wimbledon Park Underground Station,London,4,1906,8.6,Hotel
7749,208,1,15-50% offer,2017,11,0,0,1,0,London,6.7,3,3.5,United Kingdom,London,599,City centre,Wimbledon Park Underground Station,London,3.5,1537,11,Hotel
7752,205,1,75%+ offer,2017,11,0,0,1,0,London,1.1,4,4.1,United Kingdom,London,288,City centre,Wimbledon Park Underground Station,London,4.5,3261,6,Hotel
7754,115,0,0% no offer,2017,11,0,0,1,1,London,2.8,3,4.1,United Kingdom,London,143,City centre,Wimbledon Park Underground Station,London,4.5,433,5.4,Hotel
7755,223,1,15-50% offer,2017,11,0,0,1,0,London,1,3,4.3,United Kingdom,London,261,City centre,Wimbledon Park Underground Station,London,4,1095,6.5,Hotel
7757,119,1,15-50% offer,2017,11,0,0,1,1,London,1.3,3,3.2,United Kingdom,London,222,City centre,Wimbledon Park Underground Station,London,4,595,6.1,Hotel
7761,126,1,15-50% offer,2017,11,0,0,1,0,London,5.5,3,4,United Kingdom,London,420,City centre,Wimbledon Park Underground Station,London,4,1213,8.8,Hotel
7768,124,0,0% no offer,2017,11,0,0,1,1,London,4.2,3,3.7,United Kingdom,London,232,City centre,Wimbledon Park Underground Station,London,3.5,221,10,Hotel
7774,90,1,15-50% offer,2017,11,0,0,1,1,London,1.6,3,2.7,United Kingdom,London,59,City centre,Wimbledon Park Underground Station,London,2.5,155,5.8,Hotel
7777,185,1,15-50% offer,2017,11,0,0,1,1,London,2,4,4.4,United Kingdom,London,415,City centre,Wimbledon Park Underground Station,London,4.5,2419,3.9,Hotel
7779,165,1,50%-75% offer,2017,11,0,0,1,0,London,6.9,3,3.7,United Kingdom,London,440,City centre,Wimbledon Park Underground Station,London,4,427,11,Hotel
7781,127,0,0% no offer,2017,11,0,0,1,1,London,3.1,3,3,United Kingdom,London,131,City centre,Wimbledon Park Underground Station,London,2.5,83,9,Hotel
7788,171,1,15-50% offer,2017,11,0,0,1,0,London,5.9,4,4,United Kingdom,London,322,City centre,Wimbledon Park Underground Station,London,4,739,6.6,Hotel
7792,258,0,0% no offer,2017,11,0,0,1,0,London,2.2,4,4.5,United Kingdom,London,565,City centre,Wimbledon Park Underground Station,London,4.5,1317,7.4,Hotel
7793,182,1,15-50% offer,2017,11,0,0,1,1,London,3.3,4,3.7,United Kingdom,London,1256,City centre,Wimbledon Park Underground Station,London,3.5,1356,9,Hotel
7794,220,0,0% no offer,2017,11,0,0,1,0,London,2.7,3.5,4.3,United Kingdom,London,198,City centre,Wimbledon Park Underground Station,London,4.5,3288,8,Hotel
7795,127,0,0% no offer,2017,11,0,0,1,1,London,2.7,3,3,United Kingdom,London,196,City centre,Wimbledon Park Underground Station,London,3,208,8.4,Hotel
7797,111,1,1-15% offer,2017,11,0,0,1,1,London,7,3,4,United Kingdom,London,60,City centre,Wimbledon Park Underground Station,London,4,116,1.1,Hotel
7802,263,1,15-50% offer,2017,11,0,0,1,0,London,1,4,4.4,United Kingdom,London,806,City centre,Wimbledon Park Underground Station,London,4.5,2317,6.4,Hotel
7803,224,1,1-15% offer,2017,11,0,0,1,0,London,1,3,4.1,United Kingdom,London,1265,City centre,Wimbledon Park Underground Station,London,4,3392,6.4,Hotel
7804,361,1,50%-75% offer,2017,11,0,0,1,1,London,1.5,4,4.5,United Kingdom,London,24,City centre,Wimbledon Park Underground Station,London,4.5,96,7.4,Hotel
7805,194,1,15-50% offer,2017,11,0,0,1,1,London,2.9,3.5,3.7,United Kingdom,London,146,City centre,Wimbledon Park Underground Station,London,4,249,8.2,Hotel
7807,237,1,15-50% offer,2017,11,0,0,1,0,London,3.1,4,4.3,United Kingdom,London,534,City centre,Wimbledon Park Underground Station,London,4.5,829,8.2,Hotel
7814,83,1,15-50% offer,2017,11,0,0,1,0,London,6.2,3,3.2,United Kingdom,London,39,City centre,Wimbledon Park Underground Station,London,3.5,47,6,Hotel
7816,164,1,15-50% offer,2017,11,0,0,1,0,London,4.8,4,3.9,United Kingdom,London,164,City centre,Wimbledon Park Underground Station,London,4,1341,1.6,Hotel
7819,315,1,1-15% offer,2017,11,0,0,1,0,London,1.4,4,4.4,United Kingdom,London,1444,City centre,Wimbledon Park Underground Station,London,4,2187,6.6,Hotel
7820,143,1,15-50% offer,2017,11,0,0,1,0,London,1,3,3.7,United Kingdom,London,943,City centre,Wimbledon Park Underground Station,London,4,2674,5.7,Hotel
7822,148,1,1-15% offer,2017,11,0,0,1,0,London,7.1,3.5,4.3,United Kingdom,London,133,City centre,Wimbledon Park Underground Station,London,4.5,408,6.9,Hotel
7830,240,1,15-50% offer,2017,11,0,0,1,0,London,0.9,4,4.5,United Kingdom,London,932,City centre,Wimbledon Park Underground Station,London,4.5,1185,5.7,Hotel
7831,166,1,1-15% offer,2017,11,0,0,1,0,London,6.8,4,4.5,United Kingdom,London,102,City centre,Wimbledon Park Underground Station,London,4.5,323,7.3,Hotel
7836,87,1,50%-75% offer,2017,11,0,0,1,0,London,5.1,4,3.9,United Kingdom,London,392,City centre,Wimbledon Park Underground Station,London,3.5,823,8.9,Hotel
7838,141,0,0% no offer,2017,11,0,0,1,0,London,8.5,3,4.5,United Kingdom,London,89,City centre,Wimbledon Park Underground Station,London,4.5,200,7.5,Hotel
7846,274,1,15-50% offer,2017,11,0,0,1,0,London,1.2,4,4.1,United Kingdom,London,623,City centre,Wimbledon Park Underground Station,London,4,2030,6.5,Hotel
7850,162,0,0% no offer,2017,11,0,0,1,0,London,5.9,3.5,NA,United Kingdom,London,NA,City centre,Wimbledon Park Underground Station,London,NA,NA,11,Hotel
7851,175,1,15-50% offer,2017,11,0,0,1,0,London,2.1,3.5,3.9,United Kingdom,London,306,City centre,Wimbledon Park Underground Station,London,4,361,7.8,Hotel
7852,68,1,15-50% offer,2017,11,0,0,1,0,London,3.7,3,2.9,United Kingdom,London,126,City centre,Wimbledon Park Underground Station,London,2.5,751,2.8,Hotel
7853,223,1,15-50% offer,2017,11,0,0,1,0,London,0.8,3,3.7,United Kingdom,London,273,City centre,Wimbledon Park Underground Station,London,4,543,6.1,Hotel
7855,216,1,15-50% offer,2017,11,0,0,1,0,London,6.1,3.5,4.1,United Kingdom,London,317,City centre,Wimbledon Park Underground Station,London,4,1240,9.9,Hotel
7857,304,1,50%-75% offer,2017,11,0,0,1,0,London,1.5,4,4.5,United Kingdom,London,70,City centre,Wimbledon Park Underground Station,London,4.5,892,7.4,Hotel
7858,224,0,0% no offer,2017,11,0,0,1,0,London,1.9,3.5,4.1,United Kingdom,London,210,City centre,Wimbledon Park Underground Station,London,4,403,4.5,Hotel
7862,215,1,15-50% offer,2017,11,0,0,1,0,London,6.5,3,4,United Kingdom,London,719,City centre,Wimbledon Park Underground Station,London,4,2082,11,Hotel
7863,113,1,15-50% offer,2017,11,0,0,1,1,London,2,3,3.5,United Kingdom,London,120,City centre,Wimbledon Park Underground Station,London,3.5,263,4.9,Hotel
7864,59,1,15-50% offer,2017,11,0,0,1,0,London,3.7,3,2.5,United Kingdom,London,224,City centre,Wimbledon Park Underground Station,London,2.5,1030,2.7,Hotel
7871,258,1,15-50% offer,2017,11,0,0,1,0,London,2.1,4,4,United Kingdom,London,255,City centre,Wimbledon Park Underground Station,London,4,1365,6.7,Hotel
7872,93,0,0% no offer,2017,11,0,0,1,1,London,5.1,3,3,United Kingdom,London,7,City centre,Wimbledon Park Underground Station,London,4,387,8.2,Hotel
7874,244,1,50%-75% offer,2017,11,0,0,1,0,London,5.2,4,4.4,United Kingdom,London,378,City centre,Wimbledon Park Underground Station,London,4.5,1805,8.2,Hotel
7875,231,1,15-50% offer,2017,11,0,0,1,0,London,1.9,3,3.5,United Kingdom,London,541,City centre,Wimbledon Park Underground Station,London,3,3172,7.8,Hotel
7886,137,1,15-50% offer,2017,11,0,0,1,0,London,7.4,3,4.1,United Kingdom,London,222,City centre,Wimbledon Park Underground Station,London,4.5,1013,8,Hotel
7887,86,0,0% no offer,2017,11,0,0,1,1,London,7.3,3,3.7,United Kingdom,London,38,City centre,Wimbledon Park Underground Station,London,3.5,714,11,Hotel
7889,176,1,15-50% offer,2017,11,0,0,1,0,London,5.5,4,4,United Kingdom,London,348,City centre,Wimbledon Park Underground Station,London,4,1428,8.9,Hotel
7890,214,1,1-15% offer,2017,11,0,0,1,0,London,3.4,4,4.5,United Kingdom,London,271,City centre,Wimbledon Park Underground Station,London,4,1484,2.6,Hotel
7892,195,1,15-50% offer,2017,11,0,0,1,1,London,7.2,3,4.1,United Kingdom,London,157,City centre,Wimbledon Park Underground Station,London,4.5,320,12,Hotel
7893,94,0,0% no offer,2017,11,0,0,1,1,London,7,3,NA,United Kingdom,London,NA,City centre,Wimbledon Park Underground Station,London,3.5,648,8,Hotel
7898,207,0,0% no offer,2017,11,0,0,1,1,London,6.3,4,4,United Kingdom,London,185,City centre,Wimbledon Park Underground Station,London,4,344,11,Hotel
7899,178,1,15-50% offer,2017,11,0,0,1,1,London,6.6,4,4.5,United Kingdom,London,1026,City centre,Wimbledon Park Underground Station,London,4.5,2800,11,Hotel
7926,157,1,1-15% offer,2017,11,0,0,1,0,London,5.8,3,4.1,United Kingdom,London,314,City centre,Wimbledon Park Underground Station,London,4,982,6.6,Hotel
7932,175,1,15-50% offer,2017,11,0,0,1,0,London,7.2,4,4,United Kingdom,London,95,City centre,Wimbledon Park Underground Station,London,4,655,1.4,Hotel
7933,166,1,15-50% offer,2017,11,0,0,1,0,London,7.3,4,4.1,United Kingdom,London,174,City centre,Wimbledon Park Underground Station,London,4,935,7.7,Hotel
7934,266,1,15-50% offer,2017,11,0,0,1,0,London,6.4,4,4.3,United Kingdom,London,334,City centre,Wimbledon Park Underground Station,London,4,1895,11,Hotel
7966,120,0,0% no offer,2017,11,0,0,1,1,London,3.2,3,3.7,United Kingdom,London,126,City centre,Wimbledon Park Underground Station,Maida Vale,3.5,157,6.9,Hotel
7967,206,1,15-50% offer,2017,11,0,0,1,0,London,2.3,4,4,United Kingdom,London,279,City centre,Wimbledon Park Underground Station,Maida Vale,4,626,6.7,Hotel
7972,313,1,15-50% offer,2017,11,0,0,1,1,London,1.4,4,4.3,United Kingdom,London,191,City centre,Wimbledon Park Underground Station,Marylebone,4.5,807,6.1,Hotel
7975,300,1,1-15% offer,2017,11,0,0,1,0,London,1.6,4,4,United Kingdom,London,375,City centre,Wimbledon Park Underground Station,Marylebone,4,2434,6.2,Hotel
7976,397,1,1-15% offer,2017,11,0,0,1,0,London,1.7,4,4,United Kingdom,London,269,City centre,Wimbledon Park Underground Station,Marylebone,4,1542,5.9,Hotel
7978,256,1,15-50% offer,2017,11,0,0,1,0,London,1.4,4,4,United Kingdom,London,154,City centre,Wimbledon Park Underground Station,Marylebone,4,687,5.8,Hotel
7980,223,0,0% no offer,2017,11,0,0,1,1,London,1.5,3.5,3.7,United Kingdom,London,59,City centre,Wimbledon Park Underground Station,Marylebone,3,123,6.3,Hotel
7981,161,0,0% no offer,2017,11,0,0,1,1,London,1.8,3,3.2,United Kingdom,London,63,City centre,Wimbledon Park Underground Station,Marylebone,3.5,417,6.4,Hotel
7982,217,1,15-50% offer,2017,11,0,0,1,1,London,1.8,3.5,3.9,United Kingdom,London,74,City centre,Wimbledon Park Underground Station,Marylebone,3.5,281,6.4,Hotel
7984,194,0,0% no offer,2017,11,0,0,1,1,London,1.4,3,3.4,United Kingdom,London,97,City centre,Wimbledon Park Underground Station,Marylebone,3.5,113,6.3,Hotel
7985,379,1,15-50% offer,2017,11,0,0,1,0,London,1.3,3.5,3.9,United Kingdom,London,285,City centre,Wimbledon Park Underground Station,Marylebone,4,1916,5.8,Hotel
7988,299,1,15-50% offer,2017,11,0,0,1,0,London,1.5,4,4.5,United Kingdom,London,114,City centre,Wimbledon Park Underground Station,Marylebone,4.5,537,6.1,Hotel
7989,218,0,0% no offer,2017,11,0,0,1,1,London,1.1,3,3.7,United Kingdom,London,297,City centre,Wimbledon Park Underground Station,Marylebone,3.5,690,6.4,Hotel
7991,340,1,1-15% offer,2017,11,0,0,1,0,London,1.4,4,4,United Kingdom,London,321,City centre,Wimbledon Park Underground Station,Marylebone,4,1497,5.9,Hotel
7994,194,1,15-50% offer,2017,11,0,0,1,1,London,1.5,3,4,United Kingdom,London,242,City centre,Wimbledon Park Underground Station,Marylebone,4,131,6.3,Hotel
7996,280,1,1-15% offer,2017,11,0,0,1,0,London,1.3,4,4,United Kingdom,London,163,City centre,Wimbledon Park Underground Station,Marylebone,4,516,6.1,Hotel
7997,446,1,15-50% offer,2017,11,0,0,1,1,London,1.4,4,4.8,United Kingdom,London,37,City centre,Wimbledon Park Underground Station,Marylebone,4.5,95,5.8,Hotel
8001,160,1,1-15% offer,2017,11,0,0,1,0,London,1.5,3,2.5,United Kingdom,London,186,City centre,Wimbledon Park Underground Station,Marylebone,2.5,343,5.8,Hotel
8002,344,0,0% no offer,2017,11,0,0,1,0,London,1,4,4,United Kingdom,London,502,City centre,Wimbledon Park Underground Station,Marylebone,4,1980,6,Hotel
8003,196,1,15-50% offer,2017,11,0,0,1,1,London,1.5,3.5,3.7,United Kingdom,London,188,City centre,Wimbledon Park Underground Station,Marylebone,3.5,300,6.4,Hotel
8004,383,1,15-50% offer,2017,11,0,0,1,1,London,1.7,4,4.5,United Kingdom,London,47,City centre,Wimbledon Park Underground Station,Marylebone,4.5,250,6.3,Hotel
8006,235,1,15-50% offer,2017,11,0,0,1,0,London,1.5,3,3.2,United Kingdom,London,23,City centre,Wimbledon Park Underground Station,Marylebone,3,120,5.8,Hotel
8009,368,1,50%-75% offer,2017,11,0,0,1,0,London,1.2,4,4.5,United Kingdom,London,264,City centre,Wimbledon Park Underground Station,Marylebone,4.5,3620,6.2,Hotel
8015,278,1,1-15% offer,2017,11,0,0,1,0,London,1.1,3.5,3.7,United Kingdom,London,408,City centre,Wimbledon Park Underground Station,Marylebone,3.5,1170,6.1,Hotel
8017,93,1,50%-75% offer,2017,11,0,0,1,1,London,1.8,3,2.2,United Kingdom,London,253,City centre,Wimbledon Park Underground Station,Marylebone,2.5,218,6.4,Hotel
8018,261,1,15-50% offer,2017,11,0,0,1,1,London,1.5,3,4,United Kingdom,London,238,City centre,Wimbledon Park Underground Station,Marylebone,4,683,6.3,Hotel
8021,303,1,15-50% offer,2017,11,0,0,1,0,London,1.4,4,4,United Kingdom,London,522,City centre,Wimbledon Park Underground Station,Marylebone,4,7017,6.7,Hotel
8023,384,1,15-50% offer,2017,11,0,0,1,0,London,1.3,4,4.4,United Kingdom,London,380,City centre,Wimbledon Park Underground Station,Marylebone,4.5,1775,5.8,Hotel
8024,303,1,1-15% offer,2017,11,0,0,1,0,London,1.2,4,4,United Kingdom,London,606,City centre,Wimbledon Park Underground Station,Marylebone,4,2347,6.5,Hotel
8026,233,1,15-50% offer,2017,11,0,0,1,0,London,1,4,3.5,United Kingdom,London,636,City centre,Wimbledon Park Underground Station,Marylebone,3.5,667,6.2,Hotel
8027,352,1,15-50% offer,2017,11,0,0,1,0,London,1.2,4,4.1,United Kingdom,London,239,City centre,Wimbledon Park Underground Station,Marylebone,4,2009,6,Hotel
8040,288,1,75%+ offer,2017,11,0,0,1,0,London,0.9,4,3.4,United Kingdom,London,370,City centre,Wimbledon Park Underground Station,Mayfair,3,1061,5.4,Hotel
8044,343,1,15-50% offer,2017,11,0,0,1,0,London,0.6,4,4,United Kingdom,London,885,City centre,Wimbledon Park Underground Station,Mayfair,4,2250,5.6,Hotel
8046,409,0,0% no offer,2017,11,0,0,1,0,London,0.8,4,4.5,United Kingdom,London,91,City centre,Wimbledon Park Underground Station,Mayfair,5,3304,5.5,Hotel
8053,303,1,15-50% offer,2017,11,0,0,1,1,London,0.8,4,3.7,United Kingdom,London,461,City centre,Wimbledon Park Underground Station,Mayfair,3.5,1111,5.5,Hotel
8055,432,1,15-50% offer,2017,11,0,0,1,0,London,0.8,4,4.1,United Kingdom,London,198,City centre,Wimbledon Park Underground Station,Mayfair,4.5,1826,5.5,Hotel
8058,338,1,15-50% offer,2017,11,0,0,1,0,London,0.5,4,4.4,United Kingdom,London,769,City centre,Wimbledon Park Underground Station,Mayfair,4.5,4057,5.7,Hotel
8063,288,1,15-50% offer,2017,11,0,0,1,0,London,0.8,4,3.5,United Kingdom,London,481,City centre,Wimbledon Park Underground Station,Mayfair,3.5,2342,5.5,Hotel
8072,102,1,15-50% offer,2017,11,0,0,1,0,London,3.4,4,3.2,United Kingdom,London,393,City centre,Wimbledon Park Underground Station,North Maida Vale,3,1000,7.1,Hotel
8073,200,1,15-50% offer,2017,11,0,0,1,0,London,3.3,4,4,United Kingdom,London,303,City centre,Wimbledon Park Underground Station,North Maida Vale,4,1197,7,Hotel
8077,362,1,15-50% offer,2017,11,0,0,1,1,London,3.3,3.5,4.3,United Kingdom,London,98,City centre,Wimbledon Park Underground Station,Notting Hill,4,186,5.4,Hotel
8081,158,1,15-50% offer,2017,11,0,0,1,0,London,2.8,4,3.2,United Kingdom,London,152,City centre,Wimbledon Park Underground Station,Notting Hill,4,1544,5.4,Hotel
8082,69,1,50%-75% offer,2017,11,0,0,1,0,London,2.8,3,2.9,United Kingdom,London,1439,City centre,Wimbledon Park Underground Station,Notting Hill,2.5,1169,5.5,Hotel
8093,100,1,15-50% offer,2017,11,0,0,1,0,London,2.1,3,3.2,United Kingdom,London,524,City centre,Wimbledon Park Underground Station,Paddington,2.5,581,5.6,Hotel
8094,143,1,15-50% offer,2017,11,0,0,1,1,London,2.7,3,4,United Kingdom,London,794,City centre,Wimbledon Park Underground Station,Paddington,4,1689,5.5,Hotel
8097,105,1,75%+ offer,2017,11,0,0,1,1,London,2.2,3,2.7,United Kingdom,London,167,City centre,Wimbledon Park Underground Station,Paddington,2.5,212,5.5,Hotel
8098,236,1,15-50% offer,2017,11,0,0,1,1,London,2.1,3,3,United Kingdom,London,378,City centre,Wimbledon Park Underground Station,Paddington,3.5,634,5.7,Hotel
8099,83,1,15-50% offer,2017,11,0,0,1,1,London,2,3,3,United Kingdom,London,255,City centre,Wimbledon Park Underground Station,Paddington,3,397,5.8,Hotel
8100,307,1,15-50% offer,2017,11,0,0,1,0,London,2.4,4,4,United Kingdom,London,492,City centre,Wimbledon Park Underground Station,Paddington,4,2001,5.3,Hotel
8101,153,1,15-50% offer,2017,11,0,0,1,1,London,2,3,3,United Kingdom,London,102,City centre,Wimbledon Park Underground Station,Paddington,1.5,6,5.8,Hotel
8104,94,1,50%-75% offer,2017,11,0,0,1,0,London,2,3,2.7,United Kingdom,London,284,City centre,Wimbledon Park Underground Station,Paddington,2.5,206,5.7,Hotel
8108,138,1,15-50% offer,2017,11,0,0,1,1,London,2,3,3.7,United Kingdom,London,587,City centre,Wimbledon Park Underground Station,Paddington,3,246,5.7,Hotel
8109,162,1,15-50% offer,2017,11,0,0,1,1,London,2,3,4,United Kingdom,London,363,City centre,Wimbledon Park Underground Station,Paddington,4.5,2203,5.7,Hotel
8112,242,0,0% no offer,2017,11,0,0,1,1,London,2.2,4,3.9,United Kingdom,London,361,City centre,Wimbledon Park Underground Station,Paddington,4,818,5.4,Hotel
8117,135,1,15-50% offer,2017,11,0,0,1,1,London,2,3,3.2,United Kingdom,London,316,City centre,Wimbledon Park Underground Station,Paddington,3,356,5.7,Hotel
8118,253,1,15-50% offer,2017,11,0,0,1,0,London,2.6,4,4,United Kingdom,London,92,City centre,Wimbledon Park Underground Station,Paddington,4,416,5.2,Hotel
8119,129,0,0% no offer,2017,11,0,0,1,1,London,2,3,3.7,United Kingdom,London,96,City centre,Wimbledon Park Underground Station,Paddington,3,238,5.7,Hotel
8120,95,1,50%-75% offer,2017,11,0,0,1,1,London,2.2,3,2.9,United Kingdom,London,346,City centre,Wimbledon Park Underground Station,Paddington,3,297,5.5,Hotel
8121,120,1,15-50% offer,2017,11,0,0,1,1,London,2,3,3,United Kingdom,London,214,City centre,Wimbledon Park Underground Station,Paddington,3,487,5.7,Hotel
8122,235,0,0% no offer,2017,11,0,0,1,0,London,2,3,4.3,United Kingdom,London,246,City centre,Wimbledon Park Underground Station,Paddington,4,274,5.7,Hotel
8124,164,0,0% no offer,2017,11,0,0,1,0,London,2,3,3.7,United Kingdom,London,136,City centre,Wimbledon Park Underground Station,Paddington,4,142,5.7,Hotel
8128,132,1,1-15% offer,2017,11,0,0,1,0,London,2,3,3.4,United Kingdom,London,29,City centre,Wimbledon Park Underground Station,Paddington,3.5,270,5.6,Hotel
8130,161,1,15-50% offer,2017,11,0,0,1,0,London,2,3,3.5,United Kingdom,London,165,City centre,Wimbledon Park Underground Station,Paddington,3.5,521,5.7,Hotel
8132,288,1,15-50% offer,2017,11,0,0,1,0,London,2.1,4,3.5,United Kingdom,London,346,City centre,Wimbledon Park Underground Station,Paddington,3.5,1512,5.7,Hotel
8134,128,0,0% no offer,2017,11,0,0,1,0,London,2,3,3,United Kingdom,London,256,City centre,Wimbledon Park Underground Station,Paddington,3,323,5.7,Hotel
8135,198,0,0% no offer,2017,11,0,0,1,0,London,2,3,3.7,United Kingdom,London,493,City centre,Wimbledon Park Underground Station,Paddington,4,1071,5.7,Hotel
8136,258,1,15-50% offer,2017,11,0,0,1,0,London,2.7,4,4.3,United Kingdom,London,773,City centre,Wimbledon Park Underground Station,Paddington,4,2179,5.2,Hotel
8143,319,1,15-50% offer,2017,11,0,0,1,0,London,2.1,4,4.3,United Kingdom,London,294,City centre,Wimbledon Park Underground Station,Paddington,4.5,1908,5.7,Hotel
