country,city_actual,rating_count,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,distance,distance_alter,accommodation_type,nnights,rating
Austria,Vienna,183,City centre,Donauturm,Schonbrunn,82,Vienna,4,4,1148,0,22307,1,15-50% offer,2017,11,0,0,2.6,5.4,Hotel,1,4.4
Austria,Vienna,30,City centre,Donauturm,Schonbrunn,106,Vienna,3,3,69,1,22309,0,0% no offer,2017,11,0,0,4.1,6.8,Hotel,1,3.7
Austria,Vienna,24,City centre,Donauturm,Schonbrunn,85,Vienna,3,3,114,1,22310,1,1-15% offer,2017,11,0,0,3.1,5.9,Hotel,1,2.7
Austria,Vienna,18,City centre,Donauturm,Schonbrunn,83,Vienna,3.5,NA,NA,1,22311,1,15-50% offer,2017,11,0,0,2.6,5.4,Hotel,1,4.5
Austria,Vienna,140,City centre,Donauturm,Schonbrunn,92,Vienna,4,4,753,0,22312,1,1-15% offer,2017,11,0,0,2.9,5.6,Hotel,1,4.1
Austria,Vienna,124,City centre,Donauturm,Vienna,117,Vienna,4,4,192,0,22328,0,0% no offer,2017,11,0,0,2,3.4,Hotel,1,4
Austria,Vienna,33,City centre,Donauturm,Vienna,66,Vienna,3,3.5,129,0,22331,0,0% no offer,2017,11,0,0,3.9,6.4,Hotel,1,3.7
Austria,Vienna,21,City centre,Donauturm,Vienna,81,Vienna,3.5,3,12,1,22334,1,1-15% offer,2017,11,0,0,3.7,6.4,Hotel,1,4.1
Austria,Vienna,160,City centre,Donauturm,Vienna,109,Vienna,4,3.5,386,0,22335,1,1-15% offer,2017,11,0,0,3.5,6.2,Hotel,1,4
Austria,Vienna,72,City centre,Donauturm,Vienna,97,Vienna,4,4,277,0,22340,1,15-50% offer,2017,11,0,0,3.1,5.9,Hotel,1,4
Austria,Vienna,65,City centre,Donauturm,Vienna,74,Vienna,4,4,73,1,22341,1,15-50% offer,2017,11,0,0,4.8,7.3,Hotel,1,3.9
Austria,Vienna,147,City centre,Donauturm,Vienna,69,Vienna,4,3.5,320,0,22342,1,15-50% offer,2017,11,0,0,3.7,6.4,Hotel,1,3.7
Austria,Vienna,45,City centre,Donauturm,Vienna,83,Vienna,4,3.5,121,0,22343,1,15-50% offer,2017,11,0,0,3.9,6.6,Hotel,1,4
Austria,Vienna,50,City centre,Donauturm,Vienna,50,Vienna,3,4,12,0,22344,1,15-50% offer,2017,11,0,0,3.9,6.6,Hotel,1,3.9
Austria,Vienna,26,City centre,Donauturm,Vienna,77,Vienna,3,3.5,21,1,22348,0,0% no offer,2017,11,0,0,3.7,5,Hotel,1,4
Austria,Vienna,28,City centre,Donauturm,Vienna,102,Vienna,3,4.5,204,0,22349,0,0% no offer,2017,11,0,0,5.3,7.6,Hotel,1,4
Austria,Vienna,12,City centre,Donauturm,Vienna,130,Vienna,3,4,20,1,22353,0,0% no offer,2017,11,0,0,6.6,9.4,Hotel,1,4.4
Austria,Vienna,171,City centre,Donauturm,Vienna,78,Vienna,3,4,811,0,22354,0,0% no offer,2017,11,0,0,3.2,4.5,Hotel,1,4.3
Austria,Vienna,34,City centre,Donauturm,Vienna,76,Vienna,3,4,61,1,22355,1,1-15% offer,2017,11,0,0,3.3,4.6,Hotel,1,3.7
Austria,Vienna,69,City centre,Donauturm,Vienna,68,Vienna,4,3.5,87,1,22356,1,1-15% offer,2017,11,0,0,4.5,5.2,Hotel,1,4
Austria,Vienna,84,City centre,Donauturm,Vienna,116,Vienna,4,4,493,0,22358,1,15-50% offer,2017,11,0,0,2.7,3.7,Hotel,1,4
Austria,Vienna,212,City centre,Donauturm,Vienna,172,Vienna,4,4,401,1,22359,1,1-15% offer,2017,11,0,0,2.2,3.8,Hotel,1,4.1
Austria,Vienna,12,City centre,Donauturm,Vienna,87,Vienna,3,4,30,1,22362,0,0% no offer,2017,11,0,0,2.4,3.9,Hotel,1,4
Austria,Vienna,89,City centre,Donauturm,Vienna,90,Vienna,3,3,78,1,22363,1,1-15% offer,2017,11,0,0,4.6,7.4,Hotel,1,3
Austria,Vienna,74,City centre,Donauturm,Vienna,100,Vienna,3.5,4,282,1,22364,1,15-50% offer,2017,11,0,0,2.7,4.2,Hotel,1,4.4
Austria,Vienna,186,City centre,Donauturm,Wahring,84,Vienna,3,4.5,982,0,22380,1,15-50% offer,2017,11,0,0,1.9,2.7,Hotel,1,4.4
Austria,Vienna,45,City centre,Donauturm,Wahring,185,Vienna,4,4,142,1,22382,0,0% no offer,2017,11,0,0,2.1,3,Hotel,1,4.4
Austria,Vienna,168,City centre,Donauturm,Wahring,85,Vienna,4,3.5,553,0,22384,1,1-15% offer,2017,11,0,0,3,3.2,Hotel,1,4
Austria,Vienna,77,City centre,Donauturm,Wieden,110,Vienna,3.5,4.5,116,0,22386,0,0% no offer,2017,11,0,0,1.6,4,Hotel,1,4.5
Austria,Vienna,72,City centre,Donauturm,Wieden,86,Vienna,3,4,89,0,22387,0,0% no offer,2017,11,0,0,1.6,4,Hotel,1,4.3
Austria,Vienna,158,City centre,Donauturm,Wieden,118,Vienna,4,4,436,0,22388,0,0% no offer,2017,11,0,0,1,3.6,Hotel,1,4.1
Austria,Vienna,15,City centre,Donauturm,Wieden,126,Vienna,3.5,NA,NA,1,22389,1,1-15% offer,2017,11,0,0,0.9,3.6,Hotel,1,4.5
Austria,Vienna,291,City centre,Donauturm,Wieden,92,Vienna,3,4,688,0,22390,1,15-50% offer,2017,11,0,0,1.3,3.9,Hotel,1,4.3
Austria,Vienna,317,City centre,Donauturm,Wieden,197,Vienna,4,4.5,1840,1,22391,1,15-50% offer,2017,11,0,0,0.8,3.5,Hotel,1,4.8
Austria,Vienna,280,City centre,Donauturm,Wieden,135,Vienna,4,4,1121,0,22394,0,0% no offer,2017,11,0,0,1.2,3.9,Hotel,1,4.5
Austria,Vienna,47,City centre,Donauturm,Wieden,125,Vienna,4,4.5,229,0,22395,1,15-50% offer,2017,11,0,0,1.2,3.7,Hotel,1,4.4
Austria,Vienna,125,City centre,Donauturm,Wieden,134,Vienna,4,4.5,615,0,22397,1,1-15% offer,2017,11,0,0,0.8,3.5,Hotel,1,4.5
Austria,Vienna,34,City centre,Donauturm,Wieden,91,Vienna,3,3.5,383,1,22398,1,15-50% offer,2017,11,0,0,0.9,3.7,Hotel,1,3.5
Austria,Vienna,112,City centre,Donauturm,Wieden,110,Vienna,3,4,263,0,22399,0,0% no offer,2017,11,0,0,0.8,3.6,Hotel,1,3.9
Austria,Vienna,77,City centre,Donauturm,Wieden,100,Vienna,3,4,149,1,22401,1,1-15% offer,2017,11,0,0,1.2,3.7,Hotel,1,4
Austria,Vienna,572,City centre,Donauturm,Wieden,95,Vienna,4,4,1003,1,22402,1,1-15% offer,2017,11,0,0,1.5,3.9,Hotel,1,4.1
Austria,Vienna,53,City centre,Donauturm,Wieden,73,Vienna,3,3,293,1,22403,1,1-15% offer,2017,11,0,0,1.5,4,Hotel,1,3.4
Austria,Vienna,112,City centre,Donauturm,Wieden,100,Vienna,4,4.5,1006,1,22407,0,0% no offer,2017,11,0,0,1,3.7,Hotel,1,4.4
Austria,Vienna,169,City centre,Donauturm,Wieden,58,Vienna,3,3,135,0,22408,1,15-50% offer,2017,11,0,0,1.4,4.1,Hotel,1,3.2
